replicate,treatment,day,time,location,focal_individual,behaviour,social_partner,partner_response,notes
1,low,3,11:35 AM,10,:0,Move within 10,.8,N/A,:0 and .8 no longer with big group
1,low,3,11:39 AM,1,8.,Exit 1,N/A,,No longer with .3
1,low,3,11:42 AM,10,:0,Move within 10,".8, 3., 9., 6., ",,Joined the big group
1,low,3,11:42 AM,10,.8,Move within 10,".8, 3., 9., 6.",,Joined the big group
1,low,3,11:43 AM,8,.1,Move within 8,:1,Moved away,No longer with .0
1,low,3,11:45 AM,7,0.,Exit 7,N/A,,
1,low,3,11:47 AM,10,:0,Exit 10,,,Touched .2 on the way out which got .2 moving
1,low,3,11:47 AM,10,.2,Move within 10,".8, 3., 9., 6.",,
1,low,3,12:01 PM,Outside 10,8.,Bump,:0,Chased 8. away,
1,low,3,12:07 PM,Open,5.,Bump,8.,Ran away,
1,low,3,12:14 PM,10,.8,Mount,6.,Ran away,
1,low,3,12:15 PM,10,6.,Exit,N/A,,
1,low,3,12:16 PM,1,.3,Exit 1,N/A,,
1,low,3,12:17 PM,Open,.3,Mount,8.,Ran away,Looked like mating but ended after ~15-20 seconds
1,low,3,12:18 PM,10,.8,Move within 10,3. and 9.,N/A,
1,low,3,12:19 PM,Open,6.,Bump,5.,N/A,6. Ran away after bumping into 5.
1,low,3,12:20 PM,10,.8,Mount ,.2,N/A,.8 got off shortly
1,low,3,12:20 PM,8,.1,Exit 8,N/A,,
1,low,3,12:23 PM,10,2.,Enter 10,N/A,,
1,low,3,12:24 PM,10,.2,Mating,2.,N/A,
1,low,3,12:25 PM,10,2.,Moved within 10,N/A,,
1,low,3,12:27 PM,9,6.,Enter 9,N/A,,
1,low,3,12:28 PM,10,.2,Move within 10,".8, 3., and 9.",,
1,low,3,12:29 PM,10,2.,Exit 10,N/A,,
1,low,3,12:30 PM,9,6.,Exit 9,N/A,,
1,low,3,12:30 PM,Open,7.,Bump,2.,Ran away,
1,low,3,12:33 PM,Open,2.,Bump,6.,Ran away,
1,low,3,12:34 PM,Open,:0,Bump,6.,Ran away,
1,low,3,12:35 PM,Open,.4,Mount,4.,N/A,4. Likely dead or messed up
1,low,3,12:36 PM,10,.2,Move within 10,N/A,"No longer with .8, 3., and 9.",
1,low,3,12:36 PM,Open,:0,Bump,2.,Ran away,
1,low,3,12:41 PM,Open,.4,Mount,8.,Ran away,
1,low,3,12:42 PM,1,5.,Enter 1,N/A,,
1,low,3,12:44 PM,1,5.,Exit 1,N/A,,
1,low,3,12:44 PM,Open,2.,Bump,:0,Ran away,
1,low,3,12:46 PM,Open,5.,Bump,8.,Ran away,
1,low,3,12:47 PM,Open,:0,Mount,5.,Ran away,
1,low,3,12:48 PM,1,.3,Enter 1,N/A,,
1,low,3,1:10 PM,Feeder,:0,Attempt feeding,N/A,,Tried for about 3 seconds and then ran away
1,low,3,1:11 PM,Feeder,:0,Feeding,,,
1,low,3,1:14 PM,Feeder,6.,Approach feeder,,,Ran away before trying
1,low,3,1:15 PM,12,7.,Move within 12,N/A,NO longer with .1 and 0:,
1,low,3,1:19 PM,8,:1,Move wihin 8,N/A,,
1,low,3,1:20 PM,Feeder,0.,Feeding,,,
1,low,3,1:21 PM,Feeder,6.,Attempt feeding,,,Tried and then ran away
1,low,3,1:22 PM,9,5.,Enter 9,,,
1,low,3,1:24 PM,Feeder,8.,Feeding,N/A,,Took a few tries
1,low,3,1:25 PM,Feeder,2.,Feeding,N/A,,Took a few tries
1,low,3,1:25 PM,Feeder,6.,Feeding,On top of 2.,,
1,low,3,1:27 PM,Feeder,6.,Mating,8.,Ran and entered 8,.0 tried to get on top too abd caused 6. to dismount
1,low,3,1:29 PM,8,.0,Mount,8.,Running away,
1,low,3,1:29 PM,8,8.,Exit,,,
1,low,3,1:30 PM,7,6.,Enter 7,N/A,,
1,low,3,1:30 PM,7,2.,Enter 7,,,
1,low,3,1:31 PM,8,.0,Mount ,:1,N/A,
1,low,3,1:33 PM,8,:1,Exit,,,
1,low,3,1:34 PM,9,.7,Exit,,,
1,low,3,1:35 PM,Feeder,.4,Feeding,,,
1,low,3,1:35 PM,7,6.,Exit,,,
1,low,3,1:37 PM,Feeder,.5,Attempt feeding,,,Didn't reach the middle of feeder
1,low,3,1:37 PM,4,.8,Enter,N/A,,
1,low,3,1:38 PM,9,8.,Enter,,,
1,low,3,1:38 PM,9,0.,Enter,,,
1,low,3,1:38 PM,9,0.,Exit,,,
1,low,3,1:39 PM,Feeder,.1,Feeding,,,
1,low,3,1:39 PM,12,6.,Enter 12,,,
1,low,3,1:40 PM,Open,.5,Mount,:1,Ran away,
1,low,3,1:42 PM,11,.8,Enter 11,,,
1,low,3,1:42 PM,Feeder,5.,Attempt feeding,,,
1,low,3,1:43 PM,Feeder,.9,Attempt feeding,,,Ran away quickly
1,low,3,1:46 PM,3,.1,Enter 3,,,Ran away quickly
1,low,3,1:50 PM,Feeder,",2",Feeding,,,
1,low,3,1:51 PM,Feeder,0:,Feeding,.2,,
1,low,3,1:52 PM,Feeder,1.,Attempt feeding,,,Ran away quickly
1,low,3,1:52 PM,Feeder,5.,Attempt feeding,,,Ran away quickly
1,low,3,1:52 PM,Feeder,5.,Feeding,,,
1,low,3,1:53 PM,7,.4,Mount,.6,N/A,
1,low,3,1:56 PM,Feeder,.7,Attempt feeding,N/A,,"Ran away quickly, never reached middle"
1,low,3,1:56 PM,Feeder,.8,Attempt feeding,N/A,,"Ran away quickly, never reached middle"
1,low,3,1:58 PM,Feeder,7.,Feeding,,,
1,low,3,2:00 PM,Feeder,1:,Feeding,,,
1,low,3,2:04 PM,Open,.7,Mount,1:,Ran away,
1,low,3,2:05 PM,12,1:,Enter,,,
1,low,3,2:09 PM,7,",4",Enter,2.,,
1,low,3,2:10 PM,10,.3,Enter,,,
1,low,3,2:11 PM,2,.6,Enter,,,
1,low,3,2:11 PM,8,.8,Mount,1.,Ran away into :0 who mounted her ,
1,low,3,2:12 PM,8,:0,Mount,1.,Ran away,
1,low,3,2:12 PM,1,0:,Enter,,,
1,low,3,2:13 PM,Feeder,.7,Approach feeder,,,
1,low,3,2:15 PM,Feeder,.7,Approach feeder,,,
1,low,3,2:18 PM,4,7.,Enter 4,,,
1,low,3,2:18 PM,Feeder,5.,Feeding,,,
1,low,3,2:19 PM,Feeder,:1,Feeding,,,
1,low,3,2:19 PM,9,.8,Mount,8.,Ran away and pinched against wall,
1,low,3,2:20 PM,9,0.,Exit,,,
1,low,3,2:23 PM,Feeder,6.,Feeding,,,Again?
1,low,3,2:25 PM,7,",4",Mount,6.,Ran away and out of shelter,
1,low,3,2:25 PM,7,.4,Mount,:1,Ran away,
1,low,3,2:30 PM,7,:1,Mount,0.,Ran away,
1,low,3,2:35 PM,7,2.,Enter,6.,,
1,low,3,2:35 PM,Feeder,8.,Feeding,N/A,,Feeding again
1,low,3,2:38 PM,7,2.,Exit,N/A,,
1,low,3,2:38 PM,Feeder,.6,Feeding,N/A,,
1,low,3,2:38 PM,3,8.,Enter,.1,,
1,low,3,2:39 PM,3,.1,Mating,8.,N/A,
1,low,3,2:40 PM,10,.3,Mount,1:,Ran away and into 11,
1,low,3,2:44 PM,7,5.,Enter,N/A,,
1,low,3,2:44 PM,7,:1,Mount,6.,Pressed against wall,
1,low,3,2:45 PM,7,:1,Mount,6.,Still firmly pressed against wall,
1,low,3,2:46 PM,7,:1,Exit,N/A,,
1,low,3,2:46 PM,7,:1,Enter,N/A,,
1,low,3,2:47 PM,11,.5,Mating,1:,Pressed against wall,"Pinched into corner, hard to tell if this was a successful mating but it did last >30 seconds"
1,low,3,2:48 PM,Feeder,2.,Feeding,N/A,,Feeding again
1,low,3,3:05 PM,3,.1,Mount,8.,Pressed against wall,
1,low,3,3:05 PM,3,.1,Mount,8.,Ran away,Pressed against another wall
1,low,3,3:09 PM,9,.7,Enter 9,N/A,,
1,low,3,3:09 PM,9,.8,Enter 9,N/A,,
1,low,3,3:09 PM,9,:0,Mount,.8,N/A,:0 got off really quickly
1,low,3,3:10 PM,9,.8,Exit 9,N/A,,
1,low,3,3:11 PM,Open,.8,Mount,:1,Ran away,
1,low,3,3:12 PM,Open,.9,Mount,:0,Ran away,
1,low,3,3:14 PM,12,6.,Enter 12,,,
1,low,3,3:16 PM,Open,:0,Mount,1.,Pinched against arena wall then ran away,
1,low,3,3:17 PM,6,1:,Exit 6,,,
1,low,3,3:17 PM,10,1:,Enter 10,,,
1,low,3,3:19 PM,Outside 9,.7,Mount,0:,Ran away,
1,low,3,3:20 PM,8,.6,Enter 8,,,
1,low,3,3:20 PM,8,.4,Mount,N/A,Quickly got off,
1,low,3,3:21 PM,Open,,,,,".6, .7, .9 all mounted each other"
1,low,3,3:21 PM,10,3.,Enter,,,
1,low,3,3:22 PM,Open,.6,Mount,.7,Ran away,
1,low,3,3:23 PM,8,.7,Mount,.0,N/A,
1,low,3,3:23 PM,9,.4,Enter 9,,,
1,low,3,3:24 PM,4,0:,Enter,,,
1,low,3,3:24 PM,12,8.,Enter,6.,,
1,low,3,3:25 PM,Open,:0,Mount,1.,Walking around,:0 seems to be struggling to curl under 1.
1,low,3,3:27 PM,Open,:0,Mount,1.,Ran away,
1,low,3,3:28 PM,2,2.,Enter 2,N/A,,
1,low,3,3:29 PM,9,.6,Mount,.7,N.A,.6 got off shortly
1,low,3,3:30 PM,2,.1,Enter,,,
1,low,3,3:30 PM,12,0.,Enter,N/A,,
1,low,3,3:31 PM,2,2.,Exit,,,
1,low,3,3:32 PM,5,2.,Enter,,,
1,low,3,3:34 PM,11,.5,Mount,.6,N/A,
1,low,3,3:37 PM,2,:0,Enter,,,
1,low,3,3:38 PM,10,5.,Enter,"9., 7., possibly another?",,
1,low,3,3:38 PM,10,.9,Enter,,,
1,low,3,3:40 PM,12,.6,Mount,0:,Firmly pressed against wall,
1,low,3,3:42 PM,12,.6,Mount,0.,Running around,"the female ran in 7, got mounted by :1 who replaced .6"
1,low,3,3:45 PM,7,:1,Mating,0.,N/A,Pushed .6 off
1,low,3,3:46 PM,7,0.,Exit 7,,,
1,low,3,3:49 PM,10,0:,Enter,"5., 9., and others?",,
1,low,3,4:05 PM,8,0.,Enter 8,,,
1,low,3,4:06 PM,8,0.,Exit,,,
1,low,3,4:07 PM,12,8.,Enter,6.,,
1,low,3,4:09 PM,10,.9,Enter,,,
1,low,3,4:13 PM,11,.6,Moved within 11,N/A,N/A,No longer with .3
1,low,3,4:14 PM,10,.9,Mount,0.,Ran away,0. was approaching 10 but ran away
1,low,3,4:15 PM,9,:1,Move within 9,.4,N/A,
1,low,3,4:17 PM,12,8.,Exit 12,,,
1,low,3,4:18 PM,Open,1.,Bump,0.,Ran away,
1,low,3,4:18 PM,Open,8.,Bump,2.,Ran away,
1,low,3,4:19 PM,10,.9,Mount,2.,Ran away,2. was trying to enter 10 but ran away
1,low,3,4:19 PM,3,2.,Enter,N/A,,
1,low,3,4:20 PM,8,.7,Mating,3.,Walking around,
1,low,3,4:22 PM,12,0.,Enter 12,,,
1,low,3,4:25 PM,11,",6",Exit 11,N/A,No longer with .3,
1,low,3,4:26 PM,10,.6,Enter 10,.9,,Briefly mounted by .9
1,low,3,4:29 PM,10,.6,Move within 10,"9., 0:, 1: and others",,
1,low,3,4:32 PM,9,:1,Exit,N/A,,
1,low,3,4:32 PM,9,:1,Enter 8,N/A,,
1,low,3,4:33 PM,9,:1,Exit 8,N/A,,
1,low,3,4:35 PM,12,0.,Enter 12,,,
1,low,3,4:36 PM,12,:1,Enter 12,6.,N/A,
1,low,3,4:36 PM,12,0.,Exit 12,,,
1,low,3,4:36 PM,12,:1,Mount ,6.,Ran away,
1,low,3,4:40 PM,Open,:0,Mating,8.,Walking around,
1,low,3,4:41 PM,10,:1,Enter 10,"6., and two others",,Its getting crowded in shelter 10
1,low,3,4:46 PM,10,:1,Exit 10,,,
1,low,3,4:46 PM,11,:1,Enter 11,,,
1,low,3,4:48 PM,11,:0,Enter 11,,,
1,low,3,5:01 PM,Open,.1,Mating,3.,,
1,low,4,9:13 AM,10,3.,moved within shelter,.6 and .1,.6 moved to be isolated,"3. moved to rest of group, touching unknown bug"
1,low,4,9:17 AM,10,.6,moved within shelter,.3 and .1,N/A,.6 moved to touch .3 and .1
1,low,4,9:19 AM,10,.3,exited shelter and bump,3.,N/A,ran over 3. during exit
1,low,4,9:25 AM,10,.1,mating,3.,ran into group of bugs,could not see if .1 was in mating position 
1,low,4,9:26 AM,10,.3,enter,N/A,,
1,low,4,9:28 AM,10,.6,mount,.1,ran into group of bugs,
1,low,4,9:31 AM,10,3.,moved within shelter,.8 and .6,.6 ran on top of .8,"3. ran ontop of .8, .6 ran on top of .8"
1,low,4,9:32 AM,10,3.,shaking,N/A,,
1,low,4,9:35 AM,10,.8,moved within shelter,3.,n/a,.8 ran on top of 3.
1,low,4,9:36 AM,10,.8,moved within shelter,.6,ran into group of bugs,
1,low,4,9:37 AM,10,.3,exit ,N/a,,
1,low,4,9:38 AM,10,.8,exit,N/A,,
1,low,4,9:38 AM,10,3.,shaking,N/A,,
1,low,4,9:39 AM,10,.6,mount,1.,ran into group of bugs,
1,low,4,9:42 AM,10,9.,moved within shelter,.1,N/A,
1,low,4,9:44 AM,10,.1,moved within shelter,7.,N/A,
1,low,4,9:46 AM,10,.1,moved within shelter,7.,7. tried to shake .1 off,
1,low,4,9:48 AM,10,.6,moved within shelter,.1,N/A,.6 moved on top of .1
1,low,4,10:12 AM,10,9.,shaking,N/A,,
1,low,4,10:13 AM,10,.6,mount,9.,9. shaking,
1,low,4,10:13 AM,10,5.,moved within shelter,.1,N/A,very fast movement on top of .1
1,low,4,10:14 AM,10,1:,shaking,N/A,,
1,low,4,10:17 AM,10,.6,moved within shelter,1:,N/A,
1,low,4,10:17 AM,10,9.,moved within shelter,.6,N/A,
1,low,4,10:19 AM,10,7.,moved within shelter,.6,sharply moved away,
1,low,4,10:21 AM,10,1:,moved within shelter,5. and 7. unknown,N/A,
1,low,4,10:22 AM,10,7.,moved within shelter,1:,7. moved away from 1:,
1,low,4,10:25 AM,10,.6,mount,1:,1: ran away into corner,
1,low,4,10:26 AM,10,7.,shaking,N/A,,
1,low,4,10:28 AM,10,7.,moved within shelter,.6,N/A,
1,low,4,10:31 AM,10,9.,moved within shelter,1:,N/a,
1,low,4,10:33 AM,10,7.,moved within shelter,1:,N/A,"7. moved on top of 1:, 9. moved away"
1,low,4,10:33 AM,10,9.,moved within shelter,.1,N/A,
1,low,4,10:34 AM,10,.8,enter,N/A,,
1,low,4,10:38 AM,10,9.,moved within shelter,.6,N/A,
1,low,4,10:39 AM,8,.7,moved within shelter,.0,N/A,
1,low,4,10:40 AM,2,.2 and .4,moved within shelter,0.,N/A,not sure which moved towards 0. first
1,low,4,10:42 AM,10,7.,moved within shelter,1:,N/A,
1,low,4,10:47 AM,10,9.,moved within shelter,7.,N/A,
1,low,4,10:48 AM,10,3.,moved within shelter,0:,N/A,3. moved away from 0: to be isolated
1,low,4,11:05 AM,10,.8,mating,9.,N/A,
1,low,4,11:07 AM,10,.6,mount,9.,N/A,
1,low,4,11:09 AM,10,9.,shaking,N/A,N/A,
1,low,4,11:13 AM,10,3.,exit 10,,,
1,low,4,11:14 AM,11,.3,move within shelter,.9,N/A,no longer with 1. and 8.
1,low,4,11:22 AM,10,3.,enter,,,
1,low,4,11:22 AM,10,.8,mount,3.,ran into group of bugs,
1,low,4,11:25 AM,11,1.,shaking,N/A,,moved away from 8.
1,low,4,11:26 AM,10,.8,mount,"3,",N/A,run into corner of 10 away from everyone else
1,low,4,11:27 AM,11,.3,mount,1.,run away,
1,low,4,11:28 AM,11,.3,mount,1.,ran away,"ran out of shelter really fast,"
1,low,4,11:28 AM,10,3.,exit 10,N/A,,
1,low,4,11:43 AM,12,1.,enter 12,"6., :0",N/A,
1,low,4,12:06 PM,8,.7,Mount,3.,Ran away,caused .7 to exit 8
1,low,4,12:11 PM,12,1.,moved within shelter,6.,ran away,touched 6. causing her to run away from :0 too
1,low,4,12:14 PM,12,:1,mount,.1,ran away,Ran into 6. causing 6. to run away more and then ran back to touching :0
1,low,4,12:15 PM,12,1.,shaking,N/A,N/A,
1,low,4,12:21 PM,12,1.,exit 12,N/A,,
1,low,4,12:25 PM,12,6.,shaking,N/A,N/A,
1,low,4,12:34 PM,open,1.,bump,3.,ran away,
1,low,4,12:37 PM,10,.8,mount,.1,N/A,.8 stopped quickly
1,low,4,12:37 PM,10,.8,mount,1:,N/A,
1,low,4,12:38 PM,10,.6,mount,1:,N/A,
1,low,4,12:38 PM,10,.1,mount,1:,N/A,
1,low,4,12:41 PM,10,.1,mount,7.,N/A,.1 stopped quickly
1,low,4,12:43 PM,10,7.,shaking,N/A,,Caused the big group to move slightly away
1,low,4,12:46 PM,10,1:,shaking,.6,mounted briefly while this was happening,Caused the big group to move slightly away
1,low,4,12:47 PM,11,8.,shaking,N/A,,
1,low,4,12:49 PM,open,1.,bump,.3,ran away,
1,low,4,1:08 PM,11,9.,move within shelter,N/A,no longer with .9 and ,
1,low,4,1:09 PM,5,3.,exit 5,N/A,,
1,low,4,1:11 PM,10,1.,enter 10,lots,,joined the big group
1,low,4,1:11 PM,10,1.,move within shelter,N/A,,moved away from bit group
1,low,4,1:13 PM,10,1.,exit 10,N/A,,
1,low,4,1:13 PM,3,3.,enter 3,N/A,,
1,low,4,1:20 PM,10,7.,moved within shelter,N/A,,moved away from big group
1,low,4,1:23 PM,11,9.,exit 11,N/A,,
1,low,4,1:23 PM,11,9.,enter 11,8.,N/A,
1,low,4,1:27 PM,11,9.,move within shelter,.9,N/A,
1,low,4,1:28 PM,11,.3,exit 11,N/A,,
1,low,4,1:29 PM,6,3.,enter 6,,,
1,low,4,1:29 PM,6,3.,exit 6,,,
1,low,4,1:30 PM,11,9.,exit 11,,,
1,low,4,1:31 PM,11,9.,enter 11,,,
1,low,4,1:33 PM,5,3.,enter 5,,,
1,low,4,1:34 PM,5,3.,exit 5,,,
1,low,4,1:35 PM,11,9.,shaking,,,
1,low,4,1:43 PM,7,.3,enter 7,N/A,touched :1 briefly ,
1,low,4,1:44 PM,8,.7,Mount,.0,N/A,quickly got off
1,low,4,1:45 PM,7,.3,exit 7,N/A,,
1,low,4,1:48 PM,4,1.,Enter 4,N/A,,
1,low,4,2:08 PM,4,9.,Enter 4,N/A,,
1,low,4,2:08 PM,Open,3.,Bump,1.,Ran away,
1,low,4,2:10 PM,Open,1.,Bump,3.,ran away,
1,low,4,2:12 PM,4,9.,Exit 4,N/A,,
1,low,4,2:13 PM,8,9.,Enter 8,,,Briefly touched by .0 and ran into corner
1,low,4,2:16 PM,8,9.,move within shelter,.0 and .7,,
1,low,4,2:18 PM,8,9.,Exit 8,,,
1,low,4,2:21 PM,10,9.,Enter 10,,,
1,low,4,2:21 PM,10,.8,Mating,9.,Walked into group of bugs,
1,low,4,2:21 PM,10,.6,move within shelter,N/A,,Was touched by 9./.8 mating and ran into opposite corner
1,low,4,2:23 PM,2,0.,shaking,.5,N/A,
1,low,4,2:24 PM,8,.3,Enter 8,N/A,,
1,low,4,2:30 PM,1,3.,Enter 1,N/A,,
1,low,4,2:34 PM,10,.8,mount,.1,N/A,.8 got off quickly
1,low,4,2:36 PM,8,.3,exit 8,N/A,,
1,low,4,2:42 PM,8,7.,move within shelter,N/A,,
1,low,4,2:43 PM,8,.6,move within shelter,N/A,,
1,low,4,2:43 PM,open,1.,bump,3.,Ran away,
1,low,4,2:43 PM,11,3.,Enter 11,"3., .9",,
1,low,4,2:44 PM,11,3.,Exit 11,N/A,,
1,low,4,2:45 PM,8,0.,Mount,1.,ran away,1. approached entering 8 but ran away after mount
1,low,4,3:10 PM,9,.3,Enter 9,,,
1,low,4,3:11 PM,11,.9,move within shelter,N/A,,No longer with 8.
1,low,4,3:22 PM,10,.6,move within shelter,".1, 7., .8, 5., 0: etc.",N/A,Join big group
1,low,4,3:30 PM,4,3.,enter 4,N/A,,
1,low,4,3:31 PM,4,3.,shaking,N/A,,
1,low,4,3:35 PM,10,.3,Enter 10,lots,,Joined big group
1,low,4,3:38 PM,4,3.,Exit 4,N/A,,
1,low,4,3:46 PM,11,.9,Exit 11,N/A,,
1,low,4,3:49 PM,3,3.,Enter 3,N/A,,
1,low,4,4:06 PM,2,.5,Mating,3.,Walking around,
1,low,4,4:08 PM,10,.3,move within shelter,lots,,Joined big group
1,low,4,4:10 PM,2,.4,mating,3.,Running around,"Got mounted by .2 too, left 2 while on 3."
1,low,4,4:11 PM,2,.2,Mount,3.,,Mounted 3. while .4 was mating with her
1,low,4,4:12 PM,8,.4,Enter 8,.0 and .7,Both mounted .4 once,
1,low,4,4:22 PM,2,0.,shaking,.5,,
1,low,4,4:27 PM,open,3.,bump,1.,ran away,2 bumps
1,low,4,4:30 PM,open,1.,bump,3.,ran away,
1,low,4,4:34 PM,4,1.,Enter,N/A,,
1,low,4,4:34 PM,5,3.,Enter,2.,,
1,low,4,4:35 PM,4,1.,Exit,N/A,,
1,low,4,4:35 PM,5,3.,move within shelter,N/A,,no longer with 2.
1,low,4,4:36 PM,5,3.,move within shelter,2.,,
1,low,4,4:38 PM,5,3.,Exit,N/A,,
1,low,4,4:38 PM,9,3.,Enter,N/A,,
1,low,4,4:44 PM,9,3.,Exit,N/A,,
1,low,4,4:44 PM,8,3.,Enter ,N/A,,
1,low,4,4:44 PM,8,3.,Exit,N/A,,
1,low,4,4:48 PM,6,3.,Enter ,N/A,,
1,low,4,4:49 PM,6,3.,Exit,N/A,,
1,low,5,9:13 AM,10,.6,mating,7.,7. moved towards the cluster of other bugs,
1,low,5,9:22 AM,10,.3,moved within shelter,moved away from .8,N/A,
1,low,5,9:27 AM,10,7.,shaking,NA,,
1,low,5,9:31 AM,10,7.,moved within shelter,moved away from 0:,N/A,
1,low,5,9:38 AM,10,7.,moved within shelter,moved towards 0:,NA,now in contact 
1,low,5,9:39 AM,10,7.,moved within shelter,moved away from 0:,N/a,no longer in contact 
1,low,5,9:42 AM,10,1:,moved within shelter,moved away from  0.,N/a ,
1,low,5,9:45 AM,10,0:,shaking,NA,,
1,low,5,9:49 AM,10,7.,shaking ,NA,,
1,low,5,10:02 AM,10,.3,exit ,away from 5.,NA,
1,low,5,10:22 AM,1,3.,exit ,NA,,
1,low,5,10:22 AM,12,6.,moved within shelter,away from :0,NA,
1,low,5,10:24 AM,12,6.,shaking,NA ,,
1,low,5,10:27 AM,10,3.,enter,NA,,
1,low,5,10:30 AM,10,3.,moved within shelter,moved towards 0:,NA,now in contact 
1,low,5,10:31 AM,10,3.,moved within shelter,moved towards1: ,na,now in contact 
1,low,5,10:34 AM,10,3.,moved within shelter,away from 1:,NA,
1,low,5,10:35 AM,10,7.,exit ,NA,,
1,low,5,10:35 AM,10,1:,shake ,,,
1,low,5,10:35 AM,10,3.,exit ,.3,NA,now in contact 
1,low,5,10:39 AM,10,3.,enter,3.,NA,
1,low,5,10:41 AM,10,.8,moved within shelter,1:,NA,now in contact 
1,low,5,10:42 AM,10,1:,moved within shelter,0:,NA,1: no longer in contact with .8
1,low,5,10:50 AM,10 ,9.,moved within shelter,.1,NA,no longer in contact 
1,low,5,11:06 AM,11,8.,moved within shelter,N/A,,no longer with .9
1,low,5,11:09 AM,11,.9,moved within shelter,1.,Ran away and out of shelter,
1,low,5,11:10 AM,11,1.,exit 11,,,
1,low,5,11:11 AM,11,.3,moved within shelter,N/A,no longer with .6,
1,low,5,11:14 AM,9,1.,enter 9,N/A,,
1,low,5,11:15 AM,11,8.,shaking,N/A,,
1,low,5,11:15 AM,11,9.,enter 11,,,
1,low,5,11:18 AM,11,9.,move within shelter,,,
1,low,5,11:19 AM,10,.6,mount,:1,N/A,
1,low,5,11:19 AM,10,.8,mount,.6 and :1,N/A,
1,low,5,11:20 AM,10,.1,mount,.6 and :1,N/A,all the males piled on top of each other while female ran away
1,low,5,11:21 AM,10,.6,move within shelter,.1 and .8,N/A,these three are now away from the big aggregation
1,low,5,11:22 AM,10,1:,exit 10,N/A,,
1,low,5,11:23 AM,11,.9,mount,9.,ran away,
1,low,5,11:23 AM,11,.9,mount,9.,pressed against wall,
1,low,5,11:24 AM,11,1:,enter 11,N/A,,
1,low,5,11:25 AM,11,1:,shaking,N/A,,
1,low,5,11:26 AM,11,1:,exit 11,N/A,,
1,low,5,11:26 AM,11,9.,move within shelter,8.,N/A,
1,low,5,11:28 AM,9,1.,exit,N/A,,
1,low,5,11:29 AM,11,9.,exit,N/A,,
1,low,5,11:30 AM,9,1:,enter ,N/A,,
1,low,5,11:31 AM,9,1:,shaking,N/A,,
1,low,5,11:31 AM,open,3.,bump,9.,ran away and entered 9,
1,low,5,11:32 AM,7,3.,enter ,N/A,,
1,low,5,11:33 AM,9,9.,move within shelter,1:,Ran away and out of shelter,
1,low,5,11:33 AM,8,4.,mount,1.,ran away,1. was gonna enter 8 but then didn't
1,low,5,11:34 AM,8,4.,exit ,N/A,,
1,low,5,11:34 AM,7,3.,shaking,N/A,,
1,low,5,11:35 AM,9,9.,exit 9,N/A,,
1,low,5,11:35 AM,7,:1,mating,3.,tried to run and pin against wall,exited 7 while :1 was on her
1,low,5,11:36 AM,10,9.,enter 10,"0., 5., .3, 0:",,
1,low,5,11:37 AM,3,1:,enter 3,,,
1,low,5,11:37 AM,10,9.,shaking,"0., 5., .3, 0:",,
1,low,5,11:39 AM,10,.1,mount,0.,pinned against wall,
1,low,5,11:39 AM,7,:1,enter ,,,
1,low,5,11:41 AM,10,0.,shaking,,,
1,low,5,11:41 AM,10,.8,mount,9.,ran away,
1,low,5,11:42 AM,10,.1,mount,.6,N/A,.1 stopped shortly
1,low,5,11:42 AM,10,9.,exit 10,,,
1,low,5,11:43 AM,12,6.,shaking,N/A,,moved away from :0 a little
1,low,5,11:43 AM,10,.6,mount,.1,N/A,.6 stopped shortly
1,low,5,11:44 AM,3,1:,shaking,N/A,,
1,low,5,11:44 AM,10,0:,shaking,N/A,,
1,low,5,12:03 PM,8,.4,mount,0.,ran away,0. was going to enter 8 but ran away
1,low,5,12:06 PM,10,1:,enter,,,
1,low,5,12:06 PM,10,.3,mount,1:,ran away,
1,low,5,12:09 PM,10,.3,mount,.1,N/A,
1,low,5,12:10 PM,8,1.,enter ,,,
1,low,5,12:10 PM,8,.0,mating,1.,"walked around, ran out of shelter",
1,low,5,12:12 PM,8,.2,mount,1. and .0,N/A,Mounted while they were mating
1,low,5,12:12 PM,8,.7,mount,1. and .0,N/A,Mounted while they were mating
1,low,5,12:13 PM,outside 8,.4,mating,0.,walking around,
1,low,5,12:14 PM,outside 8,.7,mount,0.,walking around,Mounted to 0. while .4 was mating with her
1,low,5,12:14 PM,outside 8,.7,mating,0.,Entered shelter1,Displaced .4
1,low,5,12:17 PM,1,0.,exit 1,,,
1,low,5,12:17 PM,9,",4",enter 9,,,
1,low,5,12:18 PM,8,.0,Enter 7,,,
1,low,5,12:20 PM,10,.1,Mount,.6,N/A,stopped shortly
1,low,5,12:27 PM,open,1:,bump,3.,ran away,
1,low,5,12:29 PM,10,9.,exit 10,,,
1,low,5,12:30 PM,open,0.,bump,3.,ran away,
1,low,5,12:31 PM,open,1.,bump,9.,ran away,
1,low,5,12:32 PM,open,.9,mount,9.,N/A,stopped shortly
1,low,5,12:33 PM,open,9.,bump,3.,ran away,
1,low,5,12:33 PM,10,.8,mount,0:,pinned against wall,right side of body pressed firmly to wall
1,low,5,12:38 PM,1,.7,enter 1,N/A,,
1,low,5,12:38 PM,6,1:,enter 6,N/A,,
1,low,5,12:38 PM,2,0.,shaking,N/A,,
1,low,5,12:39 PM,6,1:,exit 6,N/A,,
1,low,5,12:40 PM,10,.1,mating,0:,walking around,
1,low,5,12:43 PM,2,0.,move within shelter,.5,N/A,
