replicate,treatment,day,time,location,focal_individual,behaviour,social_partner,partner_response,notes
3,low,5,12:42 PM,11,1. ,exit ,,,
3,low,5,12:44 PM,1,.5,move within shelter,".6,.1",na,now all in contact 
3,low,5,12:45 PM,7,1. ,enter ,na, ,
3,low,5,12:47 PM,9,9. ,shaking ,na,,
3,low,5,12:48 PM,1,.5,move within shelter,".6,.1",na,.5 moved away from group 
3,low,5,1:00 PM,11,.7,mating ,4.,walking around then left shelter after,
3,low,5,1:01 PM,outside 8,.8,mount,5.,ran away,
3,low,5,1:02 PM,9,9.,shaking ,,,
3,low,5,1:02 PM,7,1.,exit ,,,
3,low,5,1:07 PM,feeder,1.,attempt feeding,,,
3,low,5,1:07 PM,8,.9,mount,.4,mount back,
3,low,5,1:07 PM,8,.4,mount,.9,,
3,low,5,1:09 PM,2,6.,enter,,,
3,low,5,1:10 PM,outside 3,.6,mount,:1,,
3,low,5,1:10 PM,2,.6,mating ,8.,,
3,low,5,1:11 PM,open,.4,mount,0:,,
3,low,5,1:12 PM,open,.3,mount,7.,pressed against wall then ran away,
3,low,5,1:15 PM,outside 1,:0,mating ,9.,walking around,
3,low,5,1:15 PM,feeder,0:,feeding,,,
3,low,5,1:16 PM,open,.9,mount,5.,ran away,
3,low,5,1:18 PM,10,9.,shaking ,,,
3,low,5,1:19 PM,10,.7,mount,9.,ran away and into shelter 11,
3,low,5,1:20 PM,outside 1,.5,mating ,7.,,
3,low,5,1:22 PM,2,8.,shaking ,,,
3,low,5,1:22 PM,feeder,:0,attempt feeding,,,
3,low,5,1:25 PM,open,.8,mating ,3.,,
3,low,5,1:26 PM,3,6.,shaking ,,,
3,low,5,1:27 PM,feeder,9.,feeding,,,
3,low,5,1:28 PM,1,5.,shaking ,,,
3,low,5,1:28 PM,1,.5,mating ,1.,,
3,low,5,1:29 PM,3,6.,shaking ,,,
3,low,5,1:30 PM,open,.7,mating ,4.,"ran around, tried to climb wall, flipped upside down",
3,low,5,1:34 PM,open,.9,mount,5.,ran away,
3,low,5,1:34 PM,feeder,4.,feeding,,,tried a couple locations but eventually got it
3,low,5,1:34 PM,feeder,.4,feeding,,,
3,low,5,1:37 PM,12,0:,enter,na,,
3,low,5,1:46 PM,open,.6,mount,9.,ran away,
3,low,5,1:48 PM,7,.4,mount,5.,pressed against wall,looks like .4 couldn't get under cause he was fed
3,low,5,1:58 PM,feeder,1.,feeding,,,
3,low,5,1:58 PM,feeder,.8,feeding,,,
3,low,5,1:58 PM,feeder,1:,feeding,,,
3,low,5,1:58 PM,feeder,7:,feeding,,,
3,low,5,2:00 PM,open,.1,mount,9.,run away,
3,low,5,2:04 PM,feeder,.9,feeding,,,
3,low,5,2:08 PM,open,.6,mount,6.,ran away,
3,low,5,2:09 PM,open,.6,mount,6.,stayed still then ran away,.6 got off on his own then 6. ran away
3,low,5,2:10 PM,open,.5,mount,6.,,
3,low,5,2:14 PM,open,.9,mount,0.,ran away,looked like .9 couldn't get under but he was trying to pin 0. down
3,low,5,2:16 PM,open,.1,mount,0.,pushed against arena wall,
3,low,5,2:20 PM,open,.5,mount,8.,,
3,low,5,2:21 PM,open,.1,mount,9.,shaking vigorously ,
3,low,5,2:24 PM,feeder,6.,feeding,,,
3,low,5,2:31 PM,feeder,.5,feeding,,,
3,low,5,2:32 PM,7,.4,mount,9.,shook him off,
3,low,5,2:32 PM,7,.4,mating ,9.,stayed still against wall,
3,low,5,2:33 PM,7,0.,shaking ,,,
3,low,5,2:34 PM,open,.7,mount,6.,na,.7 got off on his own
3,low,5,2:34 PM,feeder,0:,feeding,,,feeding a second time
3,low,5,2:34 PM,open,.7,mount,.8,,
3,low,5,2:35 PM,open,.7,mount,.8,,
3,low,5,2:36 PM,open,.7,mount,6.,na,.7 got off on his own
3,low,5,2:36 PM,feeder,.8,feeding,,,
3,low,5,2:41 PM,mount,.1,mount,3.,na,
3,low,5,2:48 PM,7,.4,mating ,0.,,
3,low,5,2:48 PM,outside 5,shaking,,,,
3,low,5,2:50 PM,7,shaking,,,,
3,low,5,3:05 PM,1,.1,exit ,,,
3,low,5,3:12 PM,outside 7,.4,mating ,5.,walking around a bit,
3,low,5,3:14 PM,12,0:,shaking ,,,
3,low,5,3:14 PM,1,.4,enter,,,
3,low,5,3:21 PM,3,:1,mating ,4.,,
3,low,5,3:23 PM,7,0.,enter,,,
3,low,5,3:32 PM,8,.5,mount,5.,na,looked like .5 couldn't get under
3,low,5,3:38 PM,12,0:,exit ,,,
3,low,5,3:40 PM,7,4.,enter,,,
3,low,5,3:43 PM,2,0.,enter,,,
3,low,5,4:04 PM,6,4.,enter,,,
3,low,5,4:09 PM,outside 9,.5,mount,4.,stayed still then ran away,
3,low,5,4:16 PM,5,5.,enter,,,
3,low,5,4:16 PM,5,.3,mount,5.,ran away,
3,low,5,4:17 PM,5,5.,exit ,,,
3,low,5,4:20 PM,open,.4,mount,4.,stayed still,looked like .4 couldn't get under
3,low,5,4:26 PM,outside 9,.9,mount,0:,"stayed still, then reentered shelter 9",
3,low,6,9:24 AM,9,.4,mount,.9,N/A,".4 was on .9 and .9 started walking and .4 got off, then mounted"
3,low,6,9:29 AM,9,.9,moved within shelter,N,,moved to be alone
3,low,6,9:32 AM,9,.4,mount,.9,N/A,
3,low,6,9:33 AM,9,.9,mount,.4,N/A,
3,low,6,9:39 AM,9,.4,mount,.9,N/A,
3,low,6,9:49 AM,11,6.,moved within shelter,7.,N/A,
3,low,6,10:01 AM,5,.7,mount,1:,N/A,
3,low,6,10:01 AM,5,.7,moved within shelter,.3,N/A,
3,low,6,10:05 AM,5,.3,moved within shelter,1:,N/A,
3,low,6,10:07 AM,8,.9,enter,N/A,,
3,low,6,10:08 AM,8,.9,mount,.2,N/A,shook on top
3,low,6,10:08 AM,8,.9,mount,.2,N/A,
3,low,6,10:09 AM,8,.9,mount,.2,N/A,
3,low,6,10:10 AM,8,:0,moved within shelter,.9,N/A,
3,low,6,10:11 AM,9,.4,exit,N/A,,
3,low,6,10:11 AM,8,:0,moved within shelter,.2,N/A,got on top
3,low,6,10:12 AM,5,.7,moved within shelter,1:,N/A,
3,low,6,10:14 AM,5,.3,moved within shelter,.7,N/A,
3,low,6,10:22 AM,8,.9,mount,.2,N/A,touched :0 and :0 got off .2
3,low,6,10:27 AM,8,.9,mount,:0,N/A,
3,low,6,10:28 AM,8,.9,moved within shelter,:0,,
3,low,6,10:28 AM,8,.9,other,:0 and .2,walked around,:0 mounted .9 who mounted .2
3,low,6,10:29 AM,9,.4,enter,N/A,,
3,low,6,10:31 AM,8,.2,moved within shelter,:0,N/A,
3,low,6,10:34 AM,8,:0,mount,.9,N/A,
3,low,6,10:34 AM,8,:0,moved within shelter,.2,N/A,
3,low,6,10:38 AM,7,5.,exit,N/A,,
3,low,6,10:39 AM,7,5.,enter,N/A,,
3,low,6,10:39 AM,9,.2,mount,:0 and .7,N/A,:0 mounted .7 and .2 mounted :0
3,low,6,10:40 AM,7,5.,exit,N/A,,
3,low,6,10:43 AM,8,:0,moved within shelter,.2,N/A,stayed on top
3,low,6,10:46 AM,6,.9,exit,N/A,,
3,low,6,10:48 AM,5,1:,moved within shelter,.3,N/A,touched .7 and they moved away
3,low,6,10:48 AM,5,.3,mount,1:,N/A,
3,low,6,10:48 AM,5,.3,mount,.7,N/A,
3,low,6,10:49 AM,5,.3,mount,1:,N/A,
3,low,6,10:50 AM,5,1:,mount,.3,N/A,
3,low,6,11:07 AM,5 ,1: ,moved within shelter,.3,na,now in contact 
3,low,6,11:08 AM,5 ,1:,moved within shelter,.3,na,no longer in contact 
3,low,6,11:11 AM,9,.4,exit ,na,na,
3,low,6,11:14 AM,5,1:,moved within shelter,.3,na,now in contact 
3,low,6,11:21 AM,8,:0,mount ,.2,na,
3,low,6,12:09 PM,3,:1,moved within shelter,1.,na,now in contact 
3,low,6,12:13 PM,3,:1,moved within shelter,1. ,na,no longer in contact 
3,low,6,12:16 PM,8,.9,mount,.2,na,
3,low,6,12:17 PM,8,.9,moved within shelter,":0,.2",na,".9 moved away from :0,.2"
3,low,6,12:23 PM,8,:0,moved within shelter,.2,na,no longer in contact 
3,low,6,12:23 PM,8 ,.9,moved within shelter,.2,na,now in contact 
3,low,6,12:27 PM,8 ,.9,moved within shelter,".2,:0",na,".9 moved away from :0,.2"
3,low,6,12:28 PM,8,.9,mount,.2,na,na
3,low,6,12:28 PM,8,.9,moved within shelter,".2,:0",na,now in contact 
3,low,6,12:30 PM,9,.4,exit,na,na,
3,low,6,12:33 PM`,8,.9,mount,.2,na,
3,low,6,12:33 PM,8,:0,moved within shelter,".9,.2",na,":0 moved away from .9,.2 "
3,low,6,12:36 PM,2,9.,shaking ,na,na,
3,low,6,12:40 PM,8,:0,moved within shelter,".9,.2",na,all now in contact 
3,low,6,12:46 PM,2,0.,shaking ,na,na,
3,low,6,12:48 PM,8,.9,moved within shelter,":0,.2",na,".9 moved away from :0,.2"
3,low,6,1:08 PM,8,:0,mount,.9,na,
3,low,6,1:08 PM,8,:0,moved within shelter,.2,na,
3,low,6,1:20 PM,1,.6,mount,0:,stayed still,
3,low,6,1:20 PM,8,:0,exit,,,
3,low,6,1:22 PM,7,5.,enter,2.,ran away into another corner of the shelter,
3,low,6,1:23 PM,8,.9,exit,,,
3,low,6,1:28 PM,7,5.,exit,,,
3,low,6,1:30 PM,2,0.,shaking ,,,
3,low,6,1:31 PM,1,.6,mating,0:,walking around,
3,low,6,1:33 PM,open,.9,mating,5.,"tried to run away at first, then stayed still",
3,low,6,1:41 PM,11,.5,mount,4.,pressed against wall,
3,low,6,1:42 PM,3,.9,enter,,,
3,low,6,1:43 PM,3,:1,mount,.9,na,
3,low,6,1:43 PM,6,5.,enter,,,
3,low,6,1:49 PM,9,.4,exit,,,
3,low,6,1:49 PM,1,.4,enter,,,
3,low,6,1:49 PM,1,.4,mating,0:,,
3,low,6,2:04 PM,1,0:,shaking ,,,
3,low,6,2:07 PM,1,:0,exit,,,
3,low,6,2:09 PM,7,0:,enter,,,
3,low,6,2:14 PM,7,0:,exit,,,
3,low,6,2:14 PM,7,0:,enter,,,
3,low,6,2:22 PM,7,0:,shaking ,,,
3,low,6,2:27 PM,11,4.,exit,,,
3,low,6,2:29 PM,4,4.,enter,na,,
3,low,6,2:30 PM,7,0:,exit,,,
3,low,6,2:31 PM,3,1.,shaking ,,,
3,low,6,2:35 PM,4,4.,exit,,,
3,low,6,2:42 PM,outside 8,:0,mating,0:,running around,
3,low,6,2:43 PM,7,4.,enter,,,
3,low,6,2:44 PM,11,6.,shaking ,,,
3,low,6,2:46 PM,12,0:,enter,,,
3,low,6,2:47 PM,10,:0,enter,,,
3,low,6,3:05 PM,5,4.,enter,,,
3,low,6,3:07 PM,7,0:,exit,,,
3,low,6,3:07 PM,2,4.,exit,,,
3,low,6,3:07 PM,11,4.,enter,".5, 7., 6.",moved,broke up the aggregation
3,low,6,3:08 PM,5,1:,shaking ,,,
3,low,6,3:09 PM,8,0:,enter,,,
3,low,6,3:10 PM,6,1:,exit,,,
3,low,6,3:11 PM,8,.2,mount,0:,,
3,low,6,3:11 PM,11,6.,exit,,,
3,low,6,3:13 PM,1,.4,exit,,,
3,low,6,3:13 PM,11,.4,enter,,,
3,low,6,3:13 PM,9,2.,enter,,,
3,low,6,3:13 PM,5,1:,enter,,,
3,low,6,3:14 PM,5,.3,mount,1:,ran away into another corner of the shelter,
3,low,6,3:14 PM,7,4.,enter,,,
3,low,6,3:15 PM,8,2.,enter,,,
3,low,6,3:19 PM,1,0:,enter,,,
3,low,6,3:19 PM,1,.6,mount,0:,ran away and out of shelter,
3,low,6,3:21 PM,1,.6,exit,,,
3,low,6,3:22 PM,1,.6,enter,,,
3,low,6,3:29 PM,1,0:,exit,,,
3,low,6,3:29 PM,2,0:,enter,"9., 0.",,
3,low,6,3:33 PM,7,5.,enter,6.,na,
3,low,6,3:34 PM,7,5.,exit,,,
3,low,6,3:41 PM,2,0:,exit,,,
3,low,6,3:43 PM,7,0:,enter,,,
3,low,6,3:43 PM,7,0:,shaking ,,,
3,low,6,3:45 PM,7,0:,exit,,,
3,low,6,4:06 PM,8,4.,enter,,,
3,low,6,4:06 PM,8,.5,mount,4.,ran away and out of shelter,
3,low,6,4:06 PM,8,4.,exit,,,
3,low,6,4:07 PM,5,8.,exit,,,
3,low,6,4:20 PM,6,3.,enter,,,
3,low,6,4:21 PM,6,6.,shaking ,,,
3,low,6,4:23 PM,5,4.,enter,"1:, .3, .7",,
3,low,6,4:26 PM,5,.7,mount,4.,ran into corner,
3,low,6,4:29 PM,12,0:,enter,.8,,
3,low,6,4:32 PM,12,.8,mating,0:,na,
3,low,6,4:32 PM,12,0:,exit,,,
3,low,6,4:33 PM,7,0:,enter,,,
