Day,Time,Location,Focal Individual,Behaviour,Social Partners(s),Partner's response,Notes
4,12:29 PM,outsider,7.,bump,1.,"1. ran away, bumping into .1",
4,12:31 PM,outside,.9,mount,1.,1. ran away,
4,12:32 PM,outside,.1,mount,0:,N/A,.1 remained on 0:
4,12:34 PM,outsider,.6,mating attempt,7.,7. walked and pushed into wall,
4,12:37 PM,out,.6,mount,9.,9. ran away,
4,12:38 PM,out,.6,mount,7.,7. ran away,
4,12:39 PM,1,.4,exit shelter,N/A,,
4,12:39 PM,outside of 2,8.,mount,9.,8. stayed on 9.,
4,12:40 PM,1,.3,exit shelter,N/A,,stayed on top of .4 at opening of exit
4,12:43 PM,1,.3,entered,N/A,,
4,12:44 PM,1,8.,moved within shelter,.3,N/A,8. stacked then moved to be alone
4,12:44 PM,1,.4,entered,N/A,,
4,12:46 PM,out,0:,mount,.1,N/A,
4,12:47 PM,1,:0,moved within shelter,N/A,,moved to be alone
4,12:47 PM,2,6.,exit shelter,N/A,,
4,12:48 PM,1,.1,mount,:0,N/a,
4,1:02 PM,2,.6,enter 2,2. and .7,,
4,1:06 PM,1,.3,mount,9.,Na,
4,1:08 PM,1,1.,exit 1,,,
4,1:08 PM,1,9.,exit 1,,,
4,1:10 PM,2,.8,mount,.7,,
4,1:10 PM,2,.7,exit,,,
4,1:13 PM,1,.2,mount,:0,,
4,1:17 PM,2,.8,mount,9.,ran away,9. was going to enter 2 but then ran away
4,1:19 PM,1,7.,enter 1,,,
4,1:20 PM,1,1:,shaking,,,
4,1:22 PM,outside,.1,mount,.9,,
4,1:25 PM,2,8.,enter,,,
4,1:26 PM,2,.7,mount,.8,,
4,1:28 PM,1,9.,exit,,,
4,1:29 PM,1,7.,shaking,,,
4,1:31 PM,1,9.,enter,,,
4,1:33 PM,outside,.1,mount,0:,walked away,prolonged mount
4,1:36 PM,outside,.7,mount,1.,walked away,prolonged mount (10-15 seconds)
4,1:40 PM,2,8.,exit 2,,,
4,1:45 PM,outside,.8,mount,9.,pressed against arena wall,
4,1:46 PM,1,8.,enter 1,,,
4,1:46 PM,1,.4,mount,8.,ran away ,
4,2:09 PM,2,.6,moved within shelter,.5 and 6.,na,
4,2:12 PM,outside,.1,mount,7.,walked around,prolonged mount (10-15 seconds)
4,2:15 PM,2,6.,shaking,,,
4,2:18 PM,2,0:,enter,.6 and .5,,
4,2:21 PM,2,0:,shaking,.5 and .5,moved away,
4,2:22 PM,2,.7,mount,1.,na,prolonged mount (10-15 seconds)
4,2:23 PM,2,.6,exit 2,,,
4,2:23 PM,outside,.6,mount,7.,walked away,
4,2:24 PM,2,0:,shaking,NA,,
4,2:26 PM,1,5.,enter 1,,,
4,2:33 PM,2,0:,shaking,,,
4,2:35 PM,outside,.6,mount,0.,ran away,
4,2:37 PM,outside,.6,mount,7.,ran away,
4,2:38 PM,outside,.1,mount,7.,ran away,
4,2:38 PM,2,2.,shaking,,,
4,2:42 PM,outside,.6,mating,8.,stayed still then walked away after,
4,2:45 PM,2,3.,exit,,,
4,2:45 PM,2,3.,enter,,,
4,2:47 PM,2,4.,shaking,,,
4,2:48 PM,outside 1,.0,mount,7.,ran away,
4,3:01 PM,2,4.,shaking,,,
4,3:02 PM,2,4.,exit,,,
4,3:02 PM,1,8.,enter,,,
4,3:04 PM,2,4.,enter,,,
4,3:05 PM,2,4.,exit,,,
4,3:06 PM,2,.1,enter,,,
4,3:11 PM,2,4.,enter,,,
4,3:15 PM,1,.0,mating,1:,na,
4,3:16 PM,1,5.,enter,,,
4,3:17 PM,2,4.,enter,6.,,
4,3:20 PM,1,2.,exit,,,
4,3:21 PM,2,2.,enter,3. and 0:,na,
4,3:22 PM,1,5.,shaking,,,
4,3:24 PM,outside,.6,mount,.1,,
4,3:27 PM,1,.9,enter,,,
4,3:27 PM,2,2.,exit,,,
4,3:27 PM,2,8.,exit,,,
4,3:27 PM,outside,.1,mount,7.,na,
4,3:28 PM,2,2.,enter,,,
4,3:29 PM,1,.9,exit,,,
4,3:29 PM,2,.1,enter,,,
4,3:29 PM,1,.9,enter,,,
4,3:30 PM,2,2.,exit,,,
4,3:34 PM,1,.6,enter,,,
4,3:38 PM,1,7.,enter,,,
4,3:38 PM,1,2.,enter,,,
4,3:40 PM,2,.8,enter,,,
4,3:42 PM,1,:0,exit,,,
4,3:43 PM,1,5.,exit,,,
4,3:44 PM,1,5.,enter,0.,,
4,3:44 PM,2,.8,exit,,,
4,3:45 PM,1,.3,enter,,,
4,3:46 PM,outside,:0,mount,9.,pushed against the arena wall,
4,3:46 PM,1,0.,enter,,,
4,3:47 PM,2,:0,enter,,,
4,4:18 PM,1,.3,mount,9.,ran away,was going to enter 1
4,4:22 PM,1,.3,exit,,,
4,4:23 PM,2,.3,enter,:0,,
4,4:28 PM,outside,:0,mount,5.,ran away,
4,4:29 PM,2,8.,enter 2,1.,,
5,9:01 AM,2,6.,moved within shelter,4.,N/A,touched 7. and 4. multiple times before
5,9:07 AM,2,6.,shaking,N/A,,
5,9:08 AM,2,6.,moved within shelter,7.,N/A,moved to be alone after
5,9:11 AM,2,1.,moved within shelter,N/A,,moved to be alone in enterance
5,9:12 AM,2,1.,exit,N/A,,ran out after 6. touched it's back
5,9:13 AM,2,1.,enter,N/A,,"bumped 6. on way in, 6. moved away"
5,9:14 AM,2,6.,moved within shelter,0:,N/A,
5,9:15 AM,2,.5,mating attempt,1.,N/A,".1 jumped on 6., .5 jumped on .1 then returned to 1., .5 was stacked right on top"
5,9:17 AM,2,.1,mount,.5,N/A,".1 jumped on .5 after 0: touched .1, 1. exited after"
5,9:17 AM,2,1.,enter,N/A,,
5,9:18 AM,2,1.,shaking,N/A,,
5,9:19 AM,2,.5,mount,.1,N/A,.1 was on 0:
5,9:19 AM,2,6.,shaking,N/A,,
5,9:20 AM,2,.5,mount,.1,N/A,1. ran out after being touched
5,9:20 AM,2,.1,mount,1.,N/A,1. ran away after being out from under .1
5,9:23 AM,2,0:,other,7.,,"0: ran towards 7., 7. ran away"
5,9:24 AM,2,6.,exit,N/A,,
5,9:25 AM,1,.9,exit,N/A,,
5,9:27 AM,2,4.,shaking,N/A,,
5,9:28 AM,2,.1,enter,N/A,,
5,9:28 AM,2,7.,exit,N/A,,
5,9:28 AM,outside,.9,mount,1.,N/A,
5,9:30 AM,outside,.1,mating ,1.,N/A,
5,9:32 AM,1,.3,mating,9.,N/A,.3 remained on 9.
5,9:33 AM,2,0:,exit,N/A,,
5,9:37 AM,2,0:,enter,,,
5,9:39 AM,outside,.9,mount,.1,N/A,
5,9:39 AM,outside,.1,mount,1.,ran away,
5,9:40 AM,outside,.1,mount,7.,N/A,
5,9:42 AM,1,6.,enter,N/A,,
5,9:45 AM,1,6.,shaking,N/A,,
5,9:47 AM,1,.0,mating attempt,6.,walked with .0 on back,
5,9:47 AM,1,5.,mount,unknown,N/A,5. stayed on top so could not see bug
5,10:07 AM,1,1:,shaking,N/A,,
5,10:07 AM,outside,1.,bump,7.,N/A,
5,10:09 AM,2,0:,mount,:0,,
5,10:10 AM,2,0:,exit,N/A,,"ran over .5 on way out, .5 jumped on top of 0:"
5,10:12 AM,outside 2,6.,bump,.5,6. ran away,
5,10:13 AM,outside 1,.4,exit,N/A,,ran on 1. as .4 exit
5,10:17 AM,out,.1,mating,1.,N/A,
5,10:20 AM,1,0.,shaking,N/A,,
5,10:22 AM,1,5.,shaking,N/A,,
5,10:23 AM,1,0.,moved within shelter,1:,N/A,
5,10:24 AM,outside 1,7.,bump,.4,.4 ran on top of shelter,
5,10:25 AM,outside,.9,bump,0:,ran away,
5,10:26 AM,outside 1,.4,mating attempt,1.,N/A,.4 jumped from on top shelter
5,10:27 AM,1,1:,shaking,N/A,,
5,10:27 AM,1,5.,exit,N/A,,
5,10:28 AM,1,5.,enter,N/A,,
5,10:29 AM,1,.0,mount,5.,,
5,10:30 AM,2,0.,shaking,N/A,,
5,10:32 AM,outside,.1,mount,1.,N/A,.9 jumped on .1
5,10:34 AM,outside,.1,bump,7. 6.,ran away,
5,10:35 AM,outside,.1,mount,.9,N/A,
5,10:39 AM,1,5.,exit,N/A,,
5,10:39 AM,1,2.,moved within shelter,.0,N/A,
5,10:39 AM,1,.0,mating attempt,9.,9. ran away onto wall,
5,10:41 AM,1,1:,moved within shelter,.3,N/A,
5,10:42 AM,1,2.,moved within shelter,1:,N/A,
5,10:43 AM,1,1:,exit,N/A,,
5,10:45 AM,1,9.,shaking,N/A,,
5,10:46 AM,1,.6,mount,.0,N/A,
5,10:46 AM,1,9.,exit,N/A,,
5,10:47 AM,1,.3,mount,9.,N/A,
5,10:47 AM,2,4.,exit,N/A,,
5,10:48 AM,outside 1,5.,shaking,N/A,,
5,10:49 AM,1,9.,shaking,N/A,,
5,11:05 AM,out,.1,mount,.4,N/A,9. mounted after
5,11:07 AM,outside,.1,mount,6.,N/A,
5,11:10 AM,out,9.,other,1.,N/A,"1. on back, 9. pulled in and put on back so 1. can get up, 1. stayed on upsidedown 9. and they shook, 9. then got back on top"
5,11:12 AM,2,.5,exit,N/A,,"ran onto of .4, .4 went inside"
5,11:13 AM,2,.4,enter,N/A,,
5,11:14 AM,1,2.,moved within shelter,:1,:1 moved away,
5,11:15 AM,1,2.,moved within shelter,:1,N/A,stacked on :1
5,11:17 AM,out,.1,mount,1:,1: ran away,
5,11:18 AM,1,.6,moved within shelter,2.,N/A,
5,11:20 AM,1,2.,moved within shelter,N/A,,moved to be alone
5,11:25 AM,1,.6,mating attempt,3.,N/A,
5,11:29 AM,1,3.,shaking,N/A,,.6 ra n at 3. while shaking
5,11:31 AM,1,.6,mount,:1,N/A,
5,11:34 AM,1,.6,Mount,:1,,
5,11:37 AM,2,.5,enter,N/A,,
5,11:38 AM,2,:0,enter,N/A,,
5,11:39 AM,2,.5,mount,:0,N/A,
5,11:41 AM,out,.4,mating attempt,1.,1. shook,
5,11:41 AM,2,1:,enter,N/A,,
5,11:42 AM,2,.5,mount,1:,N/A,
5,11:43 AM,outside 2,.5,mount,.7,N/A,
5,11:44 AM,outside,.1,mount,5.,N/A,
5,12:04 PM,2,.5,mating attempt,8.,walked around,
5,12:11 PM,2,8.,moved within shelter,N/A,,moved to be alone after touching 4.
5,12:12 PM,2,8.,shaking,N/A,,
5,12:13 PM,outside 2,:0,mating attempt,unknown bug on bottom,walked into shelter 2,.7 jumped on back
5,12:13 PM,2,.7,exit,N/A,,
5,12:14 PM,2,0:,exit,N/A,,
5,12:15 PM,1,.2,exit,N/A,,
5,12:17 PM,2,:0,mount,.5,N/A,
5,12:17 PM,2,.7,mount,.5,.5 ran away,
5,12:18 PM,outside,.1,mount,5.,,
5,12:19 PM,2,:0,moved within shelter,4.,N/A,
5,12:21 PM,1,.2,moved within shelter,1:,N/A,
5,12:21 PM,2,1.,enter,N/A,,
5,12:22 PM,outside,.1,mating,7.,N/A,
5,12:23 PM,2,4.,moved within shelter,N/A,,moved to be alone
5,12:24 PM,2,1.,exit,N/A,,
5,12:26 PM,2,:0,mating attempt,4.,ran into entrance,".7 jumped on, could not see if mating was successful"
5,12:26 PM,2,.7,exit,N/A,,
5,12:27 PM,2,4. ,exit,N/A,,
5,12:27 PM,2,:0,enter,N/A,,
5,12:28 PM,2,.5,exit,N/A,,
5,12:29 PM,2,0:,shaking,N/A,,
5,12:30 PM,outside,.5,mount,.9,,
5,12:30 PM,outside,9.,other,.4,,"9. was upside down, .4 pulled in and 9. climbed on wall with .4 on back"
5,12:32 PM,out,.1,mount,1.,ran away,
5,12:35 PM,1,.6,mount,.8,N/A,moved over .2 and .0 after moving off .8
5,12:37 PM,out,.5,mating,3.,walked around,
5,12:39 PM,outside,.5,mount,1.,ran away,
5,12:39 PM,1,.3,mount,.8,N/A,
5,12:41 PM,outside,.5,mating,2.,walked around,
5,12:41 PM,outside,2.,bump,4.,N/A,
5,12:43 PM,outside,.1,mating,5.,N/A,
5,12:46 PM,1,.0,moved within shelter,.6,N/A,
5,12:48 PM,2,3.,moved within shelter,:0,ran out of shelter,
5,1:00 PM,feeder,1:,feeding,,,
5,1:01 PM,feeder,4.,feeding,,,
5,1:01 PM,feeder,.9,feeding,,,
5,1:05 PM,feeder,3.,feeding,,,
5,1:05 PM,feeder,7.,feeding,,,
5,1:09 PM,1,.6,mount,.5,,
5,1:09 PM,feeder,0.,feeding,,,
5,1:10 PM,1,.5,exit,,,
5,1:12 PM,outside,.1,mount,8.,ran away,
5,1:13 PM,feeder,1.,feeding,,,
5,1:13 PM,feeder,5.,feeding,,,
5,1:14 PM,feeder,6.,feeding,,,
5,1:16 PM,outside,.7,mount,0:,walked away after,
5,1:17 PM,1,.8,exit,,,
5,1:22 PM,2,.9,enter,,,
5,1:22 PM,2,1.,enter,,,
5,1:23 PM,1,6.,enter,,,
5,1:23 PM,1,.6,mount,6.,ran away,
5,1:25 PM,feeder,7.,feeding,,,
5,1:25 PM,outside,.8,mount,3.,,
5,1:26 PM,1,3.,enter,,,
5,1:29 PM,2,.5,enter,,,
5,1:31 PM,2,4.,enter,,,
5,1:32 PM,2,:0,exit,,,
5,1:33 PM,1,.6,exit,,,
5,1:33 PM,feeder,9.,feeding,,,
5,1:33 PM,feeder,.7,feeding,,,
5,1:38 PM,feeder,:0,feeding,,,
5,1:39 PM,2,.5,exit,,,
5,1:43 PM,outside,.1,mount,8.,,
5,1:50 PM,feeder,3.,feeding,,,
5,1:50 PM,feeder,.5,feeding,,,
5,1:56 PM,feeder,0:,feeding,,,
5,1:56 PM,feeder,2.,feeding,,,
5,2:01 PM,feeder,1:,feeding,,,
5,2:02 PM,feeder,4.,feeding,,,
5,2:02 PM,outside,:1,mount,4.,ran away,
5,2:13 PM,outside,.0,mount,9.,,
5,2:16 PM,2,.5,enter 1,.4,,
5,2:17 PM,2,.9,mating,0.,,
5,2:18 PM,1,:1,enter,,,
5,2:27 PM,outside,.7,mount,8.,,
5,2:27 PM,outside,.0,mount,3.,,
5,2:30 PM,feeder,.8,feeding,,,
5,2:33 PM,2,.9,mount,0:,,
5,2:34 PM,2,.7,enter,,,
5,2:35 PM,outside,.5,mount,4.,stayed still,
5,2:37 PM,1,:0,enter,,,
5,2:38 PM,feeder,6.,feeding,,,
5,2:40 PM,outside,.1,mating,2.,,
5,2:42 PM,outside,.6,mount,0:,,
5,2:43 PM,outside,.5,mount,6.,ran away,
5,2:45 PM,2,1:,exit ,,,
5,2:45 PM,2,.9,exit ,,,
5,2:47 PM,feeder,.2,feeding,,,
5,3:10 PM,2,0:,enter,,,
5,3:10 PM,2,.9,mount,0:,walked around,
5,3:12 PM,outside,.5,mouny,4.,,
5,3:15 PM,1,:1,enter,,,
5,3:15 PM,outside,.6,mount,1.,walked away,
5,3:17 PM,2,7.,enter,,,
5,3:18 PM,2,.7,exit,,,
5,3:19 PM,outside 2,.7,mount,:0,,
5,3:19 PM,2,:0,enter,,,
5,3:20 PM,outside 2,.7,mount,3.,walked away after,
5,3:22 PM,outside 2,.7,mount,8.,na,
5,3:23 PM,1,0:,enter,,,
5,3:23 PM,1,6.,shaking,,,
5,3:24 PM,outside 1,9.,shaking,,,
5,3:29 PM,1,9.,enter,,,
5,3:29 PM,1,:0,enter,,,
5,3:30 PM,2,.9,mating,7.,,
5,3:33 PM,1,0:,shaking,,,
5,3:34 PM,outside 2,.7,mating,7.,stayed still,
5,3:34 PM,outside 2,.2,mount,1:,stayed still,
5,3:36 PM,outside,.6,mount,1:,ran away,
5,3:37 PM,2,2.,enter,,,
5,3:37 PM,2,.7,mount,2.,,
5,3:42 PM,1,:0,exit,,,
5,3:45 PM,1,5.,enter,,,
5,3:47 PM,2,.1,enter,,,
5,3:49 PM,outside,.6,mount,4.,,
5,4:04 PM,1,.1,mount,.5,,
5,4:11 PM,1,.8,exit,,,
5,4:11 PM,1,.1,enter,,,
5,4:12 PM,2,.8,enter,,,
5,4:13 PM,2,1: ,enter,,,
5,4:14 PM,1,:1,exit,,,
5,4:16 PM,2,.7,enter,,,
5,4:16 PM,1,.8,exit,,,
5,4:17 PM,1,:1,enter,,,
5,4:18 PM,1,.8,enter,,,
5,4:21 PM,outside,.7,mount,3.,ran away,
5,4:26 PM,outside,.6,mount,1:,stayed still,
5,4:28 PM,outside,.7,mount,3.,stayed still then ran away after,
5,4:29 PM,1,9.,enter,.2,na,
5,4:29 PM,1,5.,exit,,,
5,4:30 PM,outside,.7,mount,5.,stayed still,
5,4:32 PM,outside,.6,mount,1:,stayed still then ran away after,
5,4:34 PM,1,5.,enter,.5,,
5,4:36 PM,1,0.,enter,,,
5,4:38 PM,1,.5,mount,7.,stayed still but is already pressed against wall,
5,4:38 PM,1,.4,enter,,,
5,4:40 PM,1,.1,enter,,,
5,4:40 PM,1,8.,shaking,,,
5,4:41 PM,2,:0,enter,,,
5,4:41 PM,2,.7,mount,1:,,
5,4:43 PM,2,.7,mating,1:,,
5,4:43 PM,1,.5,mount,7.,na,
5,4:48 PM,1,.7,enter,,,
5,4:48 PM,1,.7,exit,,,
6,9:30 AM,1,1.,shaking,N/A,,
6,9:35 AM,1,1.,moved within shelter,:1,moved away,"1. originally in corner, moved to :1 by enterance then returned to corner"
6,9:37 AM,1,.1,moved within shelter,6.,N/A,.1 crawled on top of 6. then moved to be alone
6,9:38 AM,1,.5,mount,.1,N/A,
6,9:39 AM,1,.1,moved within shelter,N/A,,"moved to be alone after touching .3, .5 and .6"
6,9:41 AM,1,.1,moved within shelter,8.,N/A,moved to be alone after being mounted
6,9:41 AM,1,.8,mount,.1,N/A,.8 stayed with .5 after
6,9:43 AM,1,.8,moved within shelter,.6,N/A,.8 moved to be alone then pooped before moving to .6
6,9:44 AM,1,8.,moved within shelter,.5,N/A,"8. moved around on top of .5, turning in place then moved to be alone, then got on top of 0., back on .5, when on .5 it almost looks like mating position"
6,10:06 AM,1,8.,shaking,N/A,,
6,10:07 AM,1,.4,exit,N/A,,
6,10:12 AM,1,.8,moved within shelter,.0 and .6,N/A,
6,10:12 AM,1,.0,mount,.8,N/A,".0 shook on top of .8, .0 returned to group after"
6,10:15 AM,1,.4,enter,N/A,,
6,10:15 AM,1,.3,moved within shelter,".1, :1, .4",N/A,
6,10:16 AM,1,.1,exit,N/A,,
6,10:18 AM,1,8.,moved within shelter,0.,N/A,
6,10:20 AM,outside 1,.1,other,:1,N/A,".1 tried to enter, touched :1 and moved away"
6,10:23 AM,1,.5,moved within shelter,8.,N/A,
6,10:24 AM,1,Unknown,shaking,N/A,,likely 4.
6,10:24 AM,2,.9,other,1:,N/A,shaking on top and bottom
6,10:26 AM,1,.5,mating attempt,8.,8. walked forward,
6,10:28 AM,1,.0,mount,.2,.2 shook,
6,10:31 AM,1,.5,mating attempt,.4,walked into corner,
6,10:32 AM,1,.0,mount,.8,N/A,
6,10:32 AM,1,.0,mount,.6,N/A,
6,10:33 AM,1,.0,mount,.1,N/A,.6 jumped on back
6,10:34 AM,1,.6,mount,.0,N/A,
6,10:35 AM,1,.0,mount,.4,N/A,
6,10:36 AM,1,.5,mount,.8,many bugs move away in response,".3, .0, 6., :1 exit in response, .5 jumped to mount many bugs near enterance, .5 exited after"
6,10:37 AM,1,.6,mount,8.,N/A,
6,10:38 AM,1,.5,mount,.3,N/A,
6,10:40 AM,1,.0,enter,N/A,,
6,10:40 AM,1,.0,moved within shelter,".2, 5.",N/A,
6,10:41 AM,1,.4,exit,N/A,,bumped :1 on the way out
6,10:43 AM,1,.0,moved within shelter,N/A,,moved to be alone
6,10:44 AM,1,.0,mount,2. and 0:,N/A,
6,10:45 AM,1,8.,moved within shelter,0.,N/A,
6,10:47 AM,1,0:,moved within shelter,0.,N/A,many bugs moved in response 
6,10:47 AM,1,.0,mount,.6,N/A,
6,10:48 AM,outside 1,.3,mating attempt,6.,N/A,
6,10:50 AM,1,0.,mount,8.,na ,
6,10:59 AM,outside 1,6.,shaking,na ,,
6,11:02 AM,1,:1,enter ,na ,,
6,11:04 AM,outside 1,.0,exit ,na ,,
6,11:09 AM,1,:1 ,exit ,na ,,
6,11:10 AM,1,6. ,enter ,na ,,
6,11:15 AM,1,.5 ,enter ,na ,,
6,11:16 AM,1 ,.2,mount,3. ,run away ,
6,11:17 AM,1,.6,mount,.3 ,na ,
6,11:17 AM,1,.3,mount,.0 ,na ,
6,11:20 AM,1,.1,exit ,na ,,
6,11:20 AM,1,.9,mount,.6 ,na ,
6,11:36 AM,1,.0 ,mount ,9. ,na ,
6,11:37 AM,1,.0 ,mount ,3. ,na ,
6,11:39 AM,1,3.,move in shelter ,9. ,na ," large aggregate broken up into 2 aggregates (.3,.6,2.,.1) now in top left corner of 1 "
6,11:45 AM,1,.6,mount ,.3 ,na ,
6,11:45 AM,1,.0,mount ,.2,na ,.0 moved away from aggregate to mount .2 
6,11:48 AM,1,.0 ,mount ,.6 ,na ,
6,11:49 AM,1,.5,move in shelter ,"7.,.8,8.,0:",na ,now form one aggregate 
6,12:01 PM,1,.0,move in shelter ,:1,na ,now In contact 
6,12:06 PM,1,.2,move in shelter ,3. ,na ,
6,12:06 PM,1,.7,mount ,",1",run away ,na 
6,12:06 PM,1,.0,mount ,:1,na ,
6,12:10 PM,1,.0,exit ,na ,,
6,12:11 PM,1,.6,mount ,:1,na ,
6,12:14 PM,1,3. ,shaking,na ,,
6,12:15 PM,1,.6 ,mount ,3. ,na ,
6,12:17 PM,1,8. ,move in shelter ,"aggregate on right side - .8,.2,7.,0:,0.,.5",na ,
6,12:18 PM,1,0.,shaking ,na ,,
6,12:20 PM,1,8. ,exit ,"left aggregate - .8,.2,7.,0:,0.,.5",na ,
6,12:22 PM,1,.8,mount,2. ,na ,
6,12:23 PM,1,7.,shaking,na ,,
6,12:24 PM,1," .8,",move in shelter ,"2,7.,0:,0.,.5",entire aggregate dispersed quickly,
6,12:27 PM,1,.0,mount ,.8,run away ,
6,12:27 PM,1,.8,mount ,.0 ,run away ,
6,12:27 PM,1,.8 ,mount,.0 ,na ,
6,12:31 PM,2,.9,move in shelter ,1:,now in contact ,
6,12:32 PM,2,.1,mount,.7,run away ,
6,12:33 PM,2,.7,move in shelter ,".1,:0",now form aggregate ,
6,12:34 PM,2,.1,move in shelter ,".7,:0",aggregate broke up ,
6,12:37 PM,1,.0,mating ,9.,na ,
6,12:45 PM,1,.8,mount ,9. ,na ,
6,12:47 PM,2,.1,exit ,na ,,
6,12:49 PM,outside 1,.0,mount,8. ,ran into 1 ,
6,12:50 PM,1,.6,mount,".0,6.",8. continued to run in 1 ,
6,1:01 PM,1,7.,shaking,,,
6,1:01 PM,1,.5,mating,2.,,
6,1:03 PM,1,0:,shaking,,,
6,1:06 PM,1,2.,exit,,,
6,1:07 PM,outside 1,6.,shaking,na ,,
6,1:08 PM,outside 1,2.,shaking,na ,,
6,1:09 PM,outside 1,2.,shaking,na ,,
6,1:15 PM,outside 1,6.,shaking,,,
6,1:20 PM,1,2.,enter,,,
6,1:20 PM,1,.5,mount,.2,,
6,1:20 PM,1,.2,mount,2.,,
6,1:21 PM,1,.0,mount,.5,,
6,1:22 PM,1,.2,mount,9.,na ,
6,1:23 PM,1,.5,mount,.2,,
6,1:26 PM,2,.1,enter,,,
6,1:26 PM,2,.7,mount,,,
6,1:32 PM,1,2.,shaking,,,
6,1:32 PM,1,5.,shaking,,,
6,1:33 PM,1,.5,mount,5.,"na, was shaking at the time",
6,1:33 PM,1,.2,mount,.5,na,
6,1:37 PM,1,2.,exit,,,
6,1:38 PM,outside,.0,mount,2.,na,
6,1:38 PM,1,.5,mount,.6,,
6,1:42 PM,1,.5,mating,9.,,
6,1:43 PM,2,2.,enter,.7 and :0,,
6,1:46 PM,1,3.,shaking,,,
6,1:49 PM,1,:1,exit,.3,,
6,1:49 PM,1,.3,mount,:1,,
6,2:04 PM,2,.7,mount,.6,na,
6,2:04 PM,2,.6,mount,.9,na,
6,2:45 PM,2,.7,mating,0:,na,
6,2:47 PM,2,2.,shaking,,,
6,2:48 PM,2,.6,exit,,,
6,3:08 PM,2,2.,enter,1:,,
6,3:16 PM,1,.2,mount,.5,,
6,3:17 PM,1,.0,mount,.2,,
6,3:18 PM,1,.6,mount,,,
6,3:22 PM,2,1:,shaking,,,
6,3:30 PM,2,:0,mating,1:,staying still,
6,3:37 PM,2,.1,mating,1:,,
6,3:40 PM,2,1:,shaking,,,
6,3:43 PM,2,1:,shaking,,,
6,3:46 PM,2,.1,mount,.9,,
6,3:46 PM,2,:0,mount,.1,,
6,3:47 PM,1,.8,mount,.5,walked away after,
6,3:49 PM,2,.0,exit,,,
6,3:49 PM,2,.0,enter,.9 and :0,,
