Day,Time,Location,Focal Individual,Behaviour,Social Partners(s),Partner's response,Notes
5,4:28 PM,Outside 2,.3,Mating,0:,Ran away after,
5,4:29 PM,8,7.,Enter 8,.2,,
5,4:30 PM,3,0:,Enter 3,1:,,
5,4:31 PM,4,7.,Enter 4,,,
5,4:31 PM,4,7.,Exit 4,,,
5,4:31 PM,3,0:,Exit 3,,,
5,4:32 PM,3,0:,Enter 3,.8,,
5,4:33 PM,4,7.,Enter 4,,,
5,4:33 PM,4,7.,Exit 4,,,
5,4:35 PM,3,0:,Exit 3,,,
5,4:37 PM,10,0:,Enter 10,.6,,
5,4:37 PM,2,.3,Exit 2,,,
5,4:38 PM,11,.3,Enter 11,".2, 8.",,
5,4:40 PM,6,7.,Enter 6,,,
5,4:41 PM,6,7.,Exit 6,,,
5,4:41 PPM,11,.3,Exit 11,,,
5,4:42 PM,11,.3,Enter 11,"2., 1., 8.",,
5,4:42 PM,2,7.,Enter 2,,,
5,4:44 PM,10,.6,mount,0:,firmly pressed against wall,
6,9:27 AM,11,8.,shaking,N/A,,
6,9:48 AM,7,.0,mating,9.,ran away,".0 stayed on top after, 9. got away after"
6,10:06 AM,7,9.,enter,N/A,,
6,10:07 AM,10,.3,moved within shelter,.1,N/A,
6,10:11 AM,10,.3,moved within shelter,7.,N/A,
6,10:13 AM,10,.3,moved within shelter,.6 and .1,N/A,
6,10:15 AM,7,9.,exit,N/A,,
6,10:15 AM,12,:0,moved within shelter,0.,N/A,:0 moved away from 0.
6,10:18 AM,10,7.,shaking,N/A,,
6,10:20 AM,1,.7,moved within shelter,.4,N/A,.7 stayed on top of .4
6,10:22 AM,12,0.,moved within shelter,6.,6. moved away,
6,10:23 AM,10,.1,mating,7.,7. ran into wall,
6,10:26 AM,10,7.,shaking,N/A,,
6,10:28 AM,9,9.,enter,N/A,,
6,10:30 AM,9,9.,exit,N/A,,
6,10:31 AM,10,.1,mount,7.,N/A,
6,10:32 AM,10,.1,mount,.3,N/A,
6,10:32 AM,9,9.,exit,N/A,,
6,10:36 AM,10,7.,moved within shelter and bumped,.1,N/A,7. bumped into .1 but moved to be isolated
6,10:37 AM,10,7.,shaking,N/A,,
6,10:39 AM,9,9.,enter,N/A,,
6,10:40 AM,9,9.,shaking,N/A,,
6,10:41 AM,9,9.,exit,N/A,,
6,10:41 AM,11,.9,mount,2. and 8.,2. ran away. 8. pushed their back into wall,
6,10:45 AM,11,.9,mount,8.,N/A,
6,10:46 AM,11,.9,mating,8.,N/A,"8. bumped .9 before .9 jumped on, .9 rearranged  a few times and stayed on"
6,10:49 AM,11,.9,mount,8.,8. pushed back into the wall,
6,11:06 AM,11,2.,shaking,N/A,,
6,11:12 AM,3,1:,shaking,N/A,,
6,11:21 AM,11,8.,move within 11,.9,N/A,
6,11:22 AM,11,.9,mount,8.,N/A,.9 stopped shortly
6,11:25 AM,3,1:,exit 3,,,
6,11:25 AM,2,1:,enter 2,,,
6,11:27 AM,11,8.,move within 11,2.,N/A,No longer with .9
6,11:31 AM,10,.3,mount,.1,N/A,
6,11:32 AM,10,.6,mount,.1,N/A,
6,11:36 AM,12,:0,move within 11,0. and 6.,N/A,no longer with .8
6,11:39 AM,12,:0,mount,6.,N/A,stopped quickly
6,11:40 AM,12,.8,mount,:0,shaking a bit,
6,11:41 AM,10,.3,mount,.1,N/A,
6,11:42 AM,7,3.,move within 7,:1,N/A,
6,12:16 PM,10,.6,mount,.6,N/A,
6,12:17 PM,8,9.,enter 8,.2,mount,
6,12:18 PM,8,.2,mating,9.,N/A,
6,12:19 PM,8,9.,exit 8,N/A,,
6,12:20 PM,12,6.,shaking,N/A,,moved away from .8 a litte
6,12:22 PM,3,1:,shaking,N/A,,
6,12:22 PM,10,.1,move within 10,N/A,,no longer with big group
6,12:23 PM,7,9.,enter 7,N/A,,
6,12:23 PM,7,:1,mount,9.,ran away,
6,12:24 PM,7,.0,mount,9.,ran away,
6,12:25 PM,2,1:,exit,N/A,,
6,12:28 PM,9,1:,enter,N/A,,
6,12:30 PM,9,1:,exit,N/A,,
6,12:34 PM,1,1:,enter,.7,,
6,12:34 PM,1,.7,mount,1:,Ran away and left shelter 1,
6,12:37 PM,12,.8,mount,6.,Tried to run away,Looked like mating but .8 got off after around 10 seconds
6,12:37 PM,12,:0,mount,6.,N/A,tried to mount 6. while .8 was mounting her
6,12:40 PM,12,.8,mount,6.,pinned against wall,
6,12:41 PM,12,1:,exit,N/A,,
6,12:42 PM,outside 10,.1,mating,1:,walking around,
6,12:42 PM,outside 10,.5,mount,1:,N/A,trying to mount multiple times while .1 and 1: are mating
6,12:43 PM,outside 10,.5,mount,1:,N/A,
6,12:43 PM,7,1:,enter ,N/A,,
6,12:45 PM,10,.5,mating,7.,N/A,
6,12:45 PM,10,.3,mount,7.,N/A,trying to mount while .5 was mating with 7.
6,12:45 PM,10,.3,mount,.5,N/A,looked very aggressive (curled abdomen under etc)
6,12:47 PM,10,.6,mount,7.,pinned against wall,
6,12:47 PM,10,.6,mount,.3,N/A,
6,12:47 PM,11,.1,enter,N/A,,
6,12:48 PM,12,6.,exit,N/A,,
6,12:50 PM,8,.2,mating,1:,N/A,
6,1:04 PM,10,.3,mount,.5,N/A,
6,1:05 PM,10,.6,mount,.3,N/A,
6,1:13 PM,8,9.,enter,N/A,,
6,1:15 PM,12,0.,exit,N/A,,
6,1:17 PM,12,0.,enter,N/A,,
6,1:21 PM,8,9.,exit,,,
6,1:22 PM,2,9.,enter,,,
6,1:25 PM,11,.9,move within shelter,.1 and 8.,N/A,
6,1:27 PM,open,1:,bump,6.,ran away,
6,1:32 PM,2,9.,exit,,,
6,1:32 PM,10,9.,enter,".6, 5., 0:, 1.",,joined big group
6,1:33 PM,10,.6,mating,9.,N/A,
6,1:37 PM,10,1:,enter,N/A,,Not with big group
6,1:37 PM,10,.3,mount,9.,N/A,Looked like mating but less than 30 seconds
6,1:39 PM,10,9.,move within shelter,N/A,,Left big group
6,1:41 PM,10,6.,Enter,,,
6,1:41 PM,10,.5,move within shelter,N/A,,Moved away from big group
6,1:42 PM,10,9.,exit 10,,,
6,1:43 PM,10,6.,Exit,,,
6,1:46 PM,open,9.,bump,6.,ran away,
6,1:46 PM,12,6.,enter,.8,,
6,1:47 PM,12,.8,mount,6.,ran away and joined :0,
6,1:48 PM,10,.3,mount,1:,ran away from bit group,
6,1:48 PM,10,.3,mount,.5,N/A,
6,1:49 PM,10,.3,mount,.5,N/A,
6,2:05 PM,4,1:,exit 4,N/A,,
6,2:05 PM,7,.0,move within 7,"3., :1",N/A,
6,2:07 PM,open,1:,bump,9.,N/A,
6,2:08 PM,12,6.,Exit,,,
6,2:10 PM,11,.1,exit,,,
6,2:11 PM,outside 10,.1,mount ,.5,mount back,
6,2:11 PM,10,.1,enter,N/A,,
6,2:11 PM,10,.6,mount,.1,N/A,
6,2:11 PM,10,1:,enter 10,lots,N/A,joined big group
6,2:12 PM,1,0.,enter,N/A,N/A,
6,2:12 PM,1,.7,mating,0.,N/A,
6,2:12 PM,1,.4,mount,0.,N/A,mounting 0. while .7 was mating with her
6,2:15 PM,10,.5,exit 10,,,
6,2:20 PM,outside 10,.1,mount,6.,ran away,
6,2:20 PM,outside 10,.5,mount,6.,ran away,mounting .1 who was on 6.
6,2:23 PM,1,.4,mating,0.,walking around,
6,2:24 PM,2,9.,enter 2,N/A,,
6,2:26 PM,8,6.,enter 8,N/A,,
6,2:26 PM,10,.5,mount,.1,N/A,stopped quickly
6,2:29 PM,1,0.,shaking,N/A,N/A,
6,2:35 PM,1,0.,Exit,N/A,,
6,2:36 PM,8,6.,exit 8,,,
6,2:37 PM,5,0.,Enter 5,,,
6,2:37 PM,9,6.,Enter 9,,,
6,2:38 PM,9,6.,Enter 9,,,
6,2:40 PM,10,.1,move within 10,lots,,Joined big group
6,2:41 PM,9,6.,Exit 9,,,
6,2:41 PM,11,6.,Enter 11,.9 and 8.,N/A,
6,2:43 PM,11,.9,Mount,6.,pressed against wall,
6,2:45 PM,5,0.,Exit,,,
6,2:45 PM,4,0.,Enter,,,
6,2:46 PM,4,0.,Exit 4,,,
6,2:49 PM,7,.0,move within shelter,":1, 3.",N/A,
6,3:06 PM,8,9.,Exit 8,,,
6,3:07 PM,7,8.,Enter 7,"3., .0, :1",N/A,
6,3:11 PM,2,0.,Enter 2,,,
6,3:13 PM,11,8.,Enter 11,,,
6,3:15 PM,2,0.,shaking,,,
6,3:17 PM,11,6.,move within shelter,2.,N/A,
6,3:21 PM,11,.9,mount,6.,N/A,Looked like he was going to mate and then just stopped?
6,3:25 PM,11,6.,Exit,,,
6,3:25 PM,10,6.,Enter ,lots,,Joined big group
6,3:26 PM,10,.3,Mount,6.,N/A,
6,3:32 PM,10,.3,Mount,.6,N/A,
6,3:35 PM,1,.4,Move within shelter,.7,N/A,
6,3:36 PM,10,.3,move within shelter,N/A,N/A,No longer with the big group
6,3:48 PM,10,.6,mount,.1,N/A,ended shortly
6,3:49 PM,10,.3,mount,.1,N/A,ended shortly
6,4:18 PM,11,.9,Exit,N/A,,
6,4:18 PM,10,.1,Mount,.6,,
6,4:18 PM,11,.9,Enter,N/A,,
6,4:30 PM,7,9.,Exit,N/A,,
6,4:31 PM,1,9.,Enter 1,".4, .7",,
6,4:34 PM,1,9.,Move within 1,N/A,,
6,4:39 PM,1,.4,Move within 1,9.,,
6,4:48 PM,1,.4,Mount,9.,Run away ,
6,4:49 PM,1,9.,Move within 1,N/A,,
